기준_년_코드,기준_분기_코드,상권_코드,상권_코드_명,id,구,총_유동인구_수,2020_총_유동인구_수_합격(상권코드),2019_총_유동인구_수_합격(상권코드),2018_총_유동인구_수_합격(상권코드)
2020,3,1000811,봉천로13길,5,관악구,5086291,20444327,21015632,5540007
2020,3,1000810,복은길,5,관악구,5678224,22329518,19848986,5319098
2020,3,1000809,법원단지길,5,관악구,4861026,19727501,19523324,5021374
2020,3,1000808,법원단지9길,5,관악구,5332363,21604655,21304663,4761217
2020,3,1000807,미성5길,5,관악구,4625173,18739100,18255994,4770026
2020,3,1000806,대학길,5,관악구,6149498,24797426,25437783,9103131
2020,3,1000805,대학14길,5,관악구,4589395,18377653,18305919,5006106
2020,3,1000804,당곡길,19,양천구,4224082,17000491,17083837,5961032
2020,3,1000803,남현길,5,관악구,6226242,25315551,24642194,5650084
2020,3,1000802,남현3길,5,관악구,6450134,26153155,26453620,8963707
2020,3,1000801,남현2길,5,관악구,7785430,31306306,30935402,7358903
2020,3,1000800,남부순환로248길,5,관악구,4549056,18617385,17357459,4641458
2020,3,1000799,남부순환로234길,5,관악구,4286028,17129770,18305088,7498350
2020,3,1000798,남부순환로172길,5,관악구,6011263,24527327,26152008,8457730
2020,3,1000797,남부순환로161길,5,관악구,5587399,22423504,22164278,5339938
2020,3,1000796,남부순환로151길,5,관악구,4906938,20096498,21633692,6234321
2020,3,1000795,남부순환로142길,5,관악구,3971535,16038956,16174757,5060079
2020,3,1000794,난향길,5,관악구,1415916,5537803,5285488,914231
2020,3,1000793,난우길,5,관악구,5579933,22526393,21761830,4694069
2020,3,1000792,난곡로74길,5,관악구,4820158,19900502,21373127,5247100
2020,3,1000791,난곡로34길,5,관악구,4624014,18776275,18639629,4862963
2020,3,1000790,난곡로26길,5,관악구,3650272,14804226,14575858,3326073
2020,3,1000789,난곡로24길,5,관악구,2813879,11345906,11037187,1553604
2020,3,1000788,낙성대역길,5,관악구,5845238,23620486,22800732,9287759
2020,3,1000787,국회단지길,5,관악구,5913351,23179621,21681521,6142678
2020,3,1000786,구암길,5,관악구,3379872,13923460,14906149,3663232
2020,3,1000785,관천로22길,5,관악구,6843806,27455177,26958892,7868697
2020,3,1000784,관천로15길,5,관악구,6771255,27028357,25910882,4433250
2020,3,1000783,관악로30길,5,관악구,5064463,20603309,18689393,4422598
2020,3,1000782,관악로28길,5,관악구,4906335,19989502,18507156,4578647
2020,3,1000781,관악로14길,5,관악구,6913637,27352756,30165860,15008045
2020,3,1000780,관악로10길,5,관악구,5266158,20874841,22557057,10115030
2020,3,1000779,흑석로9길,12,동작구,2378414,9646190,11442849,13135589
2020,3,1000778,흑석로13길,12,동작구,2349183,9544096,11340925,13349477
2020,3,1000777,장승배기로27길,12,동작구,4601419,19695785,19993935,7893495
2020,3,1000776,장승배기로19길,12,동작구,4612539,19833228,19766818,7255486
2020,3,1000775,장승배기로10길,12,동작구,4631412,18875691,18816780,7298221
2020,3,1000774,여의대방로46길,12,동작구,2936642,11631286,11402601,5393204
2020,3,1000773,여의대방로24길,12,동작구,3715184,14907071,14953063,5488899
2020,3,1000772,여의대방로22카길,12,동작구,4713410,18573997,18755850,6051593
2020,3,1000771,여의대방로22나길,12,동작구,2548823,10370659,10332118,3587416
2020,3,1000770,여의대방로22길,12,동작구,3357301,13724704,13730480,4138866
2020,3,1000769,양녕로26길,12,동작구,3572520,14451996,13150267,2450320
2020,3,1000768,신대방길,12,동작구,3528614,14402504,13857948,5811341
2020,3,1000767,성대로29길,12,동작구,5495208,22149234,20898094,4927930
2020,3,1000766,성대로1길,12,동작구,4667512,18971574,17280840,5655566
2020,3,1000765,서달로8가길,12,동작구,3753929,14916789,15816287,15803097
2020,3,1000764,서달로15길,12,동작구,2061212,8341820,10215929,14972892
2020,3,1000763,서달로14길,12,동작구,2756195,10834816,11061586,10408857
2020,3,1000762,서달로10길,12,동작구,4085216,16274376,16566128,9313644
2020,3,1000761,상도로62길,12,동작구,5047779,20866181,22856748,6582467
2020,3,1000760,상도로61길,12,동작구,3781493,15827885,17091638,5037031
2020,3,1000759,상도로47길,12,동작구,4336142,17734725,17899333,4243757
2020,3,1000758,상도로37길,12,동작구,4187408,17012301,16987913,4804169
2020,3,1000757,상도로15길,12,동작구,5663046,23886400,22010207,8057676
2020,3,1000756,사당로8길,12,동작구,5956933,23729708,21923605,5241986
2020,3,1000755,사당로30길,12,동작구,3820425,15788578,16788740,10232297
2020,3,1000754,사당로2차길,12,동작구,3009482,11742546,8992119,2233793
2020,3,1000753,사당로29길,12,동작구,4792463,19866388,21192893,12378741
2020,3,1000752,사당로26길,12,동작구,4983420,20399887,21287012,7992324
2020,3,1000751,사당로23나길,12,동작구,2690566,10912480,11246924,2874608
2020,3,1000750,사당로23길,12,동작구,3157640,12743958,12712944,2185875
2020,3,1000749,사당로20길,12,동작구,5194533,21217490,22165264,6456812
2020,3,1000748,사당로16길,12,동작구,6770565,27118972,26172272,6575860
2020,3,1000747,사당로16가길,12,동작구,5735052,22811998,21483305,5578488
2020,3,1000746,만양로8길,12,동작구,5899121,24346201,25381048,9336280
2020,3,1000745,만양로14길,12,동작구,4107091,16864542,17820701,8486377
2020,3,1000744,등용로14길,12,동작구,2963685,12350884,12050559,4368674
2020,3,1000743,동작대로7길,12,동작구,7368926,29820619,30765829,13393212
2020,3,1000742,동작대로35길,12,동작구,4987230,19990765,19336607,4980786
2020,3,1000741,동작대로33길,12,동작구,6253839,25364010,26053539,12405236
2020,3,1000740,동작대로29길,12,동작구,4324287,17485885,18374047,7638142
2020,3,1000739,동작대로17길,12,동작구,4637356,19159662,20946171,12676559
2020,3,1000738,대방동2길,12,동작구,3269306,13025679,13220116,5321362
2020,3,1000737,대방동27길,12,동작구,2813302,11438150,11612014,4057725
2020,3,1000736,노량진로6길,12,동작구,4468458,19299566,18510653,5477228
2020,3,1000735,국사봉길,12,동작구,6991058,26258657,25057598,7033524
2020,3,1000734,국사봉2길,12,동작구,4882685,18834442,18173502,6255772
2020,3,1000733,국사봉1길,12,동작구,6165480,23526022,22212323,8384473
2020,3,1000732,영신로9길,20,영등포구,5310686,21812662,24886475,7113516
2020,3,1000731,영등포로84길,20,영등포구,5209747,20502308,20198474,8535082
2020,3,1000730,영등포로80길,20,영등포구,5011845,19855897,19890819,8977992
2020,3,1000729,영등포로62길,20,영등포구,3652630,14938113,17301257,4615912
2020,3,1000728,영등포로35길,20,영등포구,3523621,14518915,16315770,9864096
2020,3,1000727,영등포로27길,20,영등포구,4065880,17122228,17606622,5171574
2020,3,1000726,영등포로25길,20,영등포구,3384424,14354779,14759355,5535393
2020,3,1000725,여의대방로61길,20,영등포구,2513536,10037193,10533423,4666209
2020,3,1000724,여의대방로43나길,20,영등포구,4790966,19175899,18002302,5879249
2020,3,1000723,여의대방로39길,20,영등포구,2370667,9908823,9125380,2820666
2020,3,1000722,여의대방로35길,20,영등포구,4012797,16695219,16206096,5498144
2020,3,1000721,양평로28길,20,영등포구,1383638,5470015,5228025,1410825
2020,3,1000720,양평로22라길,20,영등포구,1834172,7324595,6948122,2501551
2020,3,1000719,양평로19길,20,영등포구,3036769,12525641,12749932,4848965
2020,3,1000718,신길로60길,20,영등포구,5399041,21772608,24068572,7142318
2020,3,1000717,신길로42길,20,영등포구,4568888,19056826,18675824,4921383
2020,3,1000716,신길로42가길,20,영등포구,6868365,27835634,26597843,8551751
2020,3,1000715,신길로39길,20,영등포구,5080703,21069712,23689930,6843572
2020,3,1000714,신길로17길,20,영등포구,5384935,19950123,16766725,4571821
2020,3,1000713,선유서로28길,20,영등포구,2971345,11823552,11176303,4374811
2020,3,1000712,선유서로25길,20,영등포구,2359263,9428801,8901206,2931068
2020,3,1000711,선유서로24길,20,영등포구,3108965,12514809,12005025,4552629
2020,3,1000710,선유로55길,20,영등포구,2294074,9258443,9487685,3891328
2020,3,1000709,디지털로74길,20,영등포구,6442566,23184247,18075829,5184871
2020,3,1000708,디지털로57길,20,영등포구,5979637,23452830,24164888,9800403
2020,3,1000707,디지털로37길,20,영등포구,5859792,22989681,24808354,9249364
2020,3,1000706,도신로62길,20,영등포구,5336498,21168785,20442824,8520259
2020,3,1000705,도신로60길,20,영등포구,4853713,19489653,18582454,6925799
2020,3,1000704,도신로29길,20,영등포구,4848048,20075090,21854740,5609886
2020,3,1000703,도신로15길,20,영등포구,4831974,19518716,19075436,5973304
2020,3,1000702,도림천로21길,20,영등포구,5348052,21267600,21056971,7667005
2020,3,1000701,도림로63길,20,영등포구,4023199,16056953,15886592,5258794
2020,3,1000700,도림로147길,20,영등포구,2380610,9476184,9436510,3490158
2020,3,1000699,도림로112길,20,영등포구,5050863,20584475,21054786,6906949
2020,3,1000698,대림로8길,20,영등포구,5802683,22302284,19558756,8169408
2020,3,1000697,대림로7길,20,영등포구,3054457,12763005,12442363,5230934
2020,3,1000696,대림로44길,20,영등포구,3121008,12979507,14734493,5514116
2020,3,1000695,대림로34길,20,영등포구,3634703,14768082,15999187,6911150
2020,3,1000694,대림로31길,20,영등포구,3971009,15982441,17054079,6993019
2020,3,1000693,대림로29길,20,영등포구,5564140,22072579,24797973,10078002
2020,3,1000692,대림로22길,20,영등포구,6957347,25963642,22028890,7238261
2020,3,1000691,당산로46길,20,영등포구,2694844,10946658,11720998,7609795
2020,3,1000690,당산로38길,20,영등포구,3998277,16092576,15845665,6541786
2020,3,1000689,당산로37길,20,영등포구,4382731,18462432,18969328,6553174
2020,3,1000688,당산로31길,20,영등포구,3484628,14429517,15074458,6381747
2020,3,1000687,국회대로56길,20,영등포구,2992541,11958932,12931838,6735521
2020,3,1000686,경인로90길,20,영등포구,2129128,8718733,9810545,4358835
2020,3,1000685,경인로80길,20,영등포구,2546305,10167593,10142796,3829799
2020,3,1000684,경인로77길,20,영등포구,2525588,10046819,10571810,3846230
2020,3,1000683,가마산로61길,20,영등포구,4653100,19164267,18712701,6096160
2020,3,1000682,시흥대로94길,8,금천구,3577841,15220934,16758490,4449901
2020,3,1000681,시흥대로84길,8,금천구,4296132,17433522,17057567,3589272
2020,3,1000680,시흥대로68길,8,금천구,4659873,18757377,18499111,6493223
2020,3,1000679,시흥대로63길,8,금천구,1860731,7564342,7301607,4785216
2020,3,1000678,시흥대로62가길,8,금천구,3888892,15682524,16423687,6179884
2020,3,1000677,시흥대로36길,8,금천구,1266474,5220496,5760328,898360
2020,3,1000676,시흥대로22길,8,금천구,1504316,6079604,6365979,654237
2020,3,1000675,시흥대로153길,8,금천구,3156165,12504525,11516609,4443184
2020,3,1000674,시흥대로150길,8,금천구,4483157,18269655,17272587,4543949
2020,3,1000673,시흥대로141길,8,금천구,3464928,13606371,12056633,4567780
2020,3,1000672,시흥대로138길,8,금천구,2464955,10010600,9753000,3534195
2020,3,1000671,시흥대로120길,8,금천구,4112580,16829775,16295028,5134840
2020,3,1000670,벚꽃로56길,8,금천구,2170912,8770320,8829242,2741950
2020,3,1000669,범안로17길,8,금천구,1667527,6744914,7882686,2497105
2020,3,1000668,범안로11길,8,금천구,2053512,8109110,8845549,2709272
2020,3,1000667,문성로5길,8,금천구,4635581,18875328,18719765,4403466
2020,3,1000666,독산로85길,8,금천구,3145447,12731172,12892613,4081972
2020,3,1000665,독산로78다길,8,금천구,5331599,20851680,18190404,3929253
2020,3,1000664,독산로70길,8,금천구,4954641,19633596,17533579,3848273
2020,3,1000663,독산로64길,8,금천구,3648269,15008049,13138115,2740737
2020,3,1000662,독산로50길,8,금천구,2179764,8753399,8295224,883627
2020,3,1000661,독산로40길,8,금천구,3637688,14684532,14673207,2174322
2020,3,1000660,독산로108길,8,금천구,4589377,18524304,18690941,4874028
2020,3,1000659,남부순환로112길,8,금천구,3620786,14026647,12960788,5527048
2020,3,1000658,금하로24길,8,금천구,2615439,11083727,11352423,3197076
2020,3,1000657,금하로1길,8,금천구,554462,2339923,2332039,379603
2020,3,1000656,금하로14길,8,금천구,3031036,12638816,13671021,5740384
2020,3,1000655,가산로5길,8,금천구,3070137,12134340,11321006,4662474
2020,3,1000654,가산로3길,8,금천구,2133831,8546216,7996739,2811903
2020,3,1000653,중앙로1길,7,구로구,2161456,8946543,9385088,4548480
2020,3,1000652,중앙로15길,7,구로구,3149424,12746432,12273353,2946129
2020,3,1000651,우마길,7,구로구,4064082,16089963,16662611,4940791
2020,3,1000650,오류로8길,7,구로구,3608118,14364326,14147169,4787082
2020,3,1000649,신도림로13길,7,구로구,2149559,8751874,8132848,1601613
2020,3,1000648,새말로18길,7,구로구,2752866,11211172,11857894,3489705
2020,3,1000647,부일로1길,7,구로구,880632,3501112,3382359,820250
2020,3,1000646,부일로15길,7,구로구,1851171,7630147,8622020,899330
2020,3,1000645,부일로11길,7,구로구,2011712,8160496,8386701,723285
2020,3,1000644,디지털로32길,7,구로구,3966630,16030355,17265584,9815228
2020,3,1000643,디지털로32가길,7,구로구,3839089,15439395,15318892,9157746
2020,3,1000642,디지털로27길,7,구로구,4435468,17504549,18113106,6846410
2020,3,1000641,도림로6길,7,구로구,5418426,21451823,21614418,6402315
2020,3,1000640,도림로12길,7,구로구,5803883,22637334,21741201,6669148
2020,3,1000639,남부순환로97길,7,구로구,2254282,9030320,9378082,2860257
2020,3,1000638,구로중앙로8길,7,구로구,4988725,19888897,23095600,8695408
2020,3,1000637,구로중앙로7길,7,구로구,4992706,19583035,19578672,5504169
2020,3,1000636,구로중앙로42길,7,구로구,2120607,8771406,8446707,2097928
2020,3,1000635,구로중앙로34길,7,구로구,3573096,14097076,15092551,6089616
2020,3,1000634,구로중앙로28길,7,구로구,5169385,20485843,19968166,7191487
2020,3,1000633,구로중앙로19길,7,구로구,3509371,14058847,13358266,4596435
2020,3,1000632,구로동로8길,7,구로구,8484089,33371649,31733426,9550244
2020,3,1000631,구로동로7길,7,구로구,5168643,20814089,20675790,6207343
2020,3,1000630,구로동로42길,7,구로구,4442693,17853506,18262518,5416399
2020,3,1000629,구로동로41길,7,구로구,3978971,15706749,14199530,4360274
2020,3,1000628,구로동로38길,7,구로구,4537141,17963414,16480039,5214577
2020,3,1000627,구로동로28길,7,구로구,4483625,17713273,16735370,6044704
2020,3,1000626,구로동로15길,7,구로구,3406838,13646586,13188895,4337387
2020,3,1000625,공원로6가길,7,구로구,3635218,14603952,14966773,4683943
2020,3,1000624,고척로52길,7,구로구,3069256,12564041,13837057,2343710
2020,3,1000623,고척로27다길,7,구로구,4155929,16607307,16207275,3460680
2020,3,1000622,고척로27길,7,구로구,4619431,18494161,17558922,3302815
2020,3,1000621,고척로21나길,7,구로구,3995767,16094127,14920824,2299893
2020,3,1000620,경인로47길,7,구로구,3204575,12931754,12991588,4357494
2020,3,1000619,경인로35길,7,구로구,3342040,13588069,14363766,3330264
2020,3,1000618,경인로31길,7,구로구,2948698,11910529,11877502,2772811
2020,3,1000617,경인로15길,7,구로구,3149797,12679051,11333619,2129554
2020,3,1000616,개봉로3길,7,구로구,2570590,10202251,9142080,3747648
2020,3,1000615,개봉로2길,7,구로구,2906332,11542596,11438675,4839574
2020,3,1000614,개봉로23가길,7,구로구,2607053,10607454,11374831,3638888
2020,3,1000613,개봉로20길,7,구로구,2753429,11087824,11715479,3178899
2020,3,1000612,개봉로1길,7,구로구,1676034,6752933,6683954,2457220
2020,3,1000611,개봉로17다길,7,구로구,4014731,16153541,14627191,4156948
2020,3,1000610,개봉로17길,7,구로구,3438211,13913516,13303077,3540565
2020,3,1000609,개봉로11길,7,구로구,3836885,15308494,13115040,4577716
2020,3,1000608,화곡로64길,4,강서구,4007686,16045952,15191106,6424661
2020,3,1000607,화곡로59길,4,강서구,2509157,10217967,10650859,6714268
2020,3,1000606,화곡로44나길,4,강서구,4649841,17775084,18243889,6228572
2020,3,1000605,화곡로31길,4,강서구,6072797,24133281,24940357,9891474
2020,3,1000604,화곡로20길,4,강서구,5946480,23751229,22130480,4906451
2020,3,1000603,화곡로13길,4,강서구,4535817,17965704,16175156,3662383
2020,3,1000602,초원로16길,4,강서구,4204365,16617574,17635262,4285665
2020,3,1000601,초록마을로8길,4,강서구,6451414,26030077,23711614,4026112
2020,3,1000600,초록마을로3길,4,강서구,5226700,20506244,18676172,4017237
2020,3,1000599,월정로20길,4,강서구,8719502,33426953,28403281,6405478
2020,3,1000598,우장산로6길,4,강서구,4785204,17899662,15016998,4291276
2020,3,1000597,양천로73가길,4,강서구,4837716,19384067,19061477,5583005
2020,3,1000596,양천로71길,4,강서구,4499914,18046047,17377615,5040159
2020,3,1000595,양천로49길,4,강서구,1031718,4189490,4321636,1708936
2020,3,1000594,양천로26길,4,강서구,1733522,7204278,7215861,1219352
2020,3,1000593,양천로24길,4,강서구,4492287,18272282,16886201,4050695
2020,3,1000592,양천로24가길,4,강서구,4375531,17621605,15934825,4492020
2020,3,1000591,양천로14길,4,강서구,4534461,18125453,17893566,3727716
2020,3,1000590,방화대로6라길,4,강서구,1571745,6189133,6937964,1653254
2020,3,1000589,방화대로21길,4,강서구,2887937,11263795,11201666,3266581
2020,3,1000588,등촌로5길,4,강서구,5009959,19858306,19281881,4436315
2020,3,1000587,등촌로55길,4,강서구,3264388,13299499,12347559,3558634
2020,3,1000586,등촌로51길,4,강서구,3711083,14928214,14118525,3370790
2020,3,1000585,등촌로39길,4,강서구,3408340,13371098,13338074,2402330
2020,3,1000584,등촌로13길,4,강서구,5204300,20668627,19156105,4148602
2020,3,1000583,남부순환로11길,4,강서구,2889328,11620893,11887419,2804308
2020,3,1000582,까치산로4길,4,강서구,7836837,31188319,29473750,6260821
2020,3,1000581,국회대로7길,4,강서구,4995609,19766582,21416403,4643606
2020,3,1000580,공항대로8길,4,강서구,3099175,12434443,13072738,4112510
2020,3,1000579,공항대로61길,4,강서구,4629697,18785478,17449413,6385764
2020,3,1000578,공항대로59다길,4,강서구,5833346,23549143,22855247,8476464
2020,3,1000577,공항대로59길,4,강서구,4796291,19394184,17267036,5473643
2020,3,1000576,공항대로55길,4,강서구,3526389,14141241,12271491,2610152
2020,3,1000575,공항대로42길,4,강서구,2610052,10729207,11480672,4831842
2020,3,1000574,공항대로38길,4,강서구,2000508,8130799,9369374,5137991
2020,3,1000573,곰달래로60길,4,강서구,4360285,17463029,17981034,4640723
2020,3,1000572,곰달래로53길,4,강서구,4559688,18279636,16808514,3077416
2020,3,1000571,곰달래로47길,4,강서구,4973413,20234640,19529735,3736212
2020,3,1000570,곰달래로31길,4,강서구,5918053,24080746,25623003,8392252
2020,3,1000569,곰달래로25길,4,강서구,7959934,32583212,35576906,12951119
2020,3,1000568,개화동로25길,4,강서구,3232352,13196136,14221981,2599606
2020,3,1000567,개화동로23길,4,강서구,4229292,17055834,18213537,3367608
2020,3,1000566,강서로8길,4,강서구,8598182,35226950,39070530,14392327
2020,3,1000565,강서로5라길,4,강서구,4772293,19554133,22019609,5549402
2020,3,1000564,강서로5나길,4,강서구,9761781,38119823,33870267,9255006
2020,3,1000563,강서로5가길,4,강서구,11119975,43910805,43122103,14255685
2020,3,1000562,강서로47라길,4,강서구,4583907,18056187,17569863,4513540
2020,3,1000561,강서로47길,4,강서구,5247063,20569375,19441562,4394553
2020,3,1000560,강서로45다길,4,강서구,4825248,19401527,18958222,5778265
2020,3,1000559,강서로45길,4,강서구,3422823,13852707,13545237,4161594
2020,3,1000558,강서로35길,4,강서구,5139634,20654873,20260201,7839192
2020,3,1000557,강서로29길,4,강서구,7515953,29782983,28646644,8386805
2020,3,1000556,강서로18길,4,강서구,9118470,36540717,33922520,7718727
2020,3,1000555,강서로17가길,4,강서구,7185960,28342177,27235596,6525087
2020,3,1000554,강서로15길,4,강서구,14436545,56226712,51906401,13454309
2020,3,1000553,가로공원로80길,4,강서구,5909824,24303745,23604488,3865888
2020,3,1000552,가로공원로76가길,4,강서구,7102793,28756198,27633007,5794806
2020,3,1000551,화곡로4길,19,양천구,2164796,8897039,9203872,1951872
2020,3,1000550,화곡로3길,19,양천구,1496289,6091526,6255743,1049191
2020,3,1000549,지양로7길,19,양천구,2054804,8196407,8398586,1381131
2020,3,1000548,중앙로55길,19,양천구,4922730,20374063,21199157,4672038
2020,3,1000547,중앙로51길,19,양천구,5573267,22480149,22246450,3515438
2020,3,1000546,중앙로47길,19,양천구,4573667,18319110,17406658,3904705
2020,3,1000545,중앙로45길,19,양천구,5155790,20589195,19445347,3934456
2020,3,1000544,중앙로36길,19,양천구,2946358,11722751,11665600,4682431
2020,3,1000543,중앙로32길,19,양천구,2872450,11436807,11565227,3872765
2020,3,1000542,중앙로25길,19,양천구,3342541,13354617,12648029,2845663
2020,3,1000541,은행정로7길,19,양천구,5263383,21487647,22068069,6402450
2020,3,1000540,은행정로5길,19,양천구,3342890,13307603,13765485,4862970
2020,3,1000539,오목로5길,19,양천구,5290740,21693686,22841509,4196959
2020,3,1000538,오목로3길,19,양천구,4859208,20207186,19927402,3531144
2020,3,1000537,오목로30길,19,양천구,6412518,26146145,25670670,5525976
2020,3,1000536,오목로23길,19,양천구,5783410,24398334,23920674,6311213
2020,3,1000535,신월로20길,19,양천구,4402504,16798881,15555619,3385435
2020,3,1000534,신월로15길,19,양천구,5429048,21205206,21017120,4931693
2020,3,1000533,신목로6길,19,양천구,5156550,20880870,19424659,6368658
2020,3,1000532,신목로5길,19,양천구,3186148,12850677,11801660,3468761
2020,3,1000531,신목로2길,19,양천구,3990006,16128210,15108590,4481616
2020,3,1000530,목동중앙서로8가길,19,양천구,3304898,13549128,13186731,3860345
2020,3,1000529,목동중앙서로7길,19,양천구,6072746,24575146,21775675,4966277
2020,3,1000528,목동중앙북로8길,19,양천구,4644133,18363311,17893563,5395471
2020,3,1000527,목동중앙북로16길,19,양천구,3905157,16212580,15743131,3419779
2020,3,1000526,목동중앙본로7길,19,양천구,7234103,29534291,29042684,5815987
2020,3,1000525,목동중앙로3길,19,양천구,5495625,22538614,21072393,4140148
2020,3,1000524,목동중앙로13나길,19,양천구,664773,2756112,2883283,710772
2020,3,1000523,목동중앙남로3가길,19,양천구,6138749,24861741,23911707,4398802
2020,3,1000522,목동로9길,19,양천구,4476010,18297732,19790217,7727185
2020,3,1000521,목동로19길,19,양천구,5093058,20645516,21617379,7842236
2020,3,1000520,목동동로8길,19,양천구,1943568,7780766,7226339,2052716
2020,3,1000519,목동동로12길,19,양천구,4710751,19134812,19265936,7924399
2020,3,1000518,목동남로4길,19,양천구,1957421,7858284,7402526,1913191
2020,3,1000517,남부순환로88길,19,양천구,1592457,6319575,6168447,1338920
2020,3,1000516,남부순환로79길,19,양천구,3168549,12052545,11856285,3366958
2020,3,1000515,남부순환로70길,19,양천구,3218004,13081757,13091974,2480109
2020,3,1000514,남부순환로58길,19,양천구,2809674,11606831,11843953,2311489
2020,3,1000513,남부순환로40길,19,양천구,2906896,12041306,12160084,1872126
2020,3,1000512,남부순환로33길,19,양천구,3893705,15355555,14567434,3139193
2020,3,1000511,곰달래로5길,19,양천구,4326905,17887700,17794312,3889372
2020,3,1000510,곰달래로3길,19,양천구,4393148,17858667,17630067,3800611
2020,3,1000509,곰달래로2길,19,양천구,3061083,12820838,12569999,2439556
2020,3,1000508,곰달래로10길,19,양천구,5644138,23128396,22175373,4803148
2020,3,1000507,가로공원로58길,19,양천구,2192121,9076130,9183097,1065479
2020,3,1000506,효창원로93길,21,용산구,6449882,26155338,25479859,7935315
2020,3,1000505,토정로37길,13,마포구,6095634,24338360,21844946,10096026
2020,3,1000504,월드컵로8길,13,마포구,5012630,20262647,21574412,10801819
2020,3,1000503,월드컵로7길,13,마포구,5076603,20545713,22199252,8805362
2020,3,1000502,월드컵로36길,13,마포구,4982994,20091659,20099439,4517537
2020,3,1000501,월드컵로25길,13,마포구,7056861,27806943,25896949,7377890
2020,3,1000500,월드컵로19길,13,마포구,5928748,23517781,22807498,8283543
2020,3,1000499,월드컵로16길,13,마포구,6132211,24243116,22516254,8063296
2020,3,1000498,월드컵로11길,13,마포구,5984219,24017367,24664778,8974473
2020,3,1000497,월드컵로10길,13,마포구,5735925,23042163,22974328,9355103
2020,3,1000496,와우산로3길,13,마포구,2986158,12174013,13355065,8917386
2020,3,1000495,와우산로29길,13,마포구,3633802,14639683,16509700,9266341
2020,3,1000494,와우산로29가길,13,마포구,3163486,12777056,14407351,9735095
2020,3,1000493,양화진길,13,마포구,2648876,10731619,12239546,8068263
2020,3,1000492,양화로1길,13,마포구,3989792,16017405,16767238,7057290
2020,3,1000491,양화로11길,13,마포구,4459303,17766802,19371720,11270550
2020,3,1000490,신촌로30길,13,마포구,4066958,16954915,16547959,7305826
2020,3,1000489,신촌로28가길,13,마포구,3982226,16474728,15917814,7145015
2020,3,1000488,신촌로12길,13,마포구,5236107,21167987,24177290,16124316
2020,3,1000487,숭문길,13,마포구,3927791,16026974,16654082,6257564
2020,3,1000486,숭문8길,13,마포구,3768095,15255379,15138711,4622582
2020,3,1000485,성지3길,13,마포구,2481536,10035793,11437538,7745955
2020,3,1000484,성산로4길,13,마포구,5322318,21220934,21029120,5237759
2020,3,1000483,성미산로32길,13,마포구,4720641,18487943,18101251,8276554
2020,3,1000482,성미산로1길,13,마포구,6523058,25954822,24641487,6797186
2020,3,1000481,성미산로11길,13,마포구,4284055,17029721,16466224,6133825
2020,3,1000480,백범로16길,13,마포구,5961862,24338144,24365614,9518399
2020,3,1000479,방울내로9안길,13,마포구,5875830,23747776,23459597,5867760
2020,3,1000478,모래내로7길,13,마포구,3698569,15337443,15354730,4075431
2020,3,1000477,매봉산로2길,13,마포구,2213450,9108538,9158932,3330124
2020,3,1000476,망원로2길,13,마포구,6634668,26350153,26032985,7583517
2020,3,1000475,망원로11길,13,마포구,6454409,26074340,25448387,7453512
2020,3,1000474,만리재옛길,13,마포구,6902968,28135961,28581589,9198937
2020,3,1000473,마포대로4길,13,마포구,4596980,18122171,17408671,9743512
2020,3,1000472,마포대로20길,13,마포구,4781609,19465308,20521114,7467207
2020,3,1000471,마포대로12길,13,마포구,5174206,21268026,21880014,9387664
2020,3,1000470,동교로38길,13,마포구,5507751,21744920,23384587,11154118
2020,3,1000469,동교로27길,13,마포구,6326443,24874077,26068921,13863007
2020,3,1000468,동교로25길,13,마포구,4593032,18177802,18744931,10379413
2020,3,1000467,동교로19길,13,마포구,4530057,18075929,17958011,8521851
2020,3,1000466,동교로17길,13,마포구,5215090,20941803,21192930,9583508
2020,3,1000465,독막로8길,13,마포구,2836136,11476148,13362724,8857834
2020,3,1000464,독막로32길,13,마포구,5818259,23492582,22905812,8827388
2020,3,1000463,독막로22길,13,마포구,2742313,11208802,11061346,4012915
2020,3,1000462,도화길,13,마포구,5285108,20895437,21516869,14796327
2020,3,1000461,도화4길,13,마포구,5487184,21877134,22467908,11910419
2020,3,1000460,대흥로28길,13,마포구,4279065,17351748,17675163,8488115
2020,3,1000459,대흥로21길,13,마포구,6601617,26311368,29546937,25323501
2020,3,1000458,광성로6길,13,마포구,4279720,17266145,17316723,7309553
2020,3,1000457,홍제내길,14,서대문구,2599910,9794277,9912893,2634369
2020,3,1000456,홍연길,14,서대문구,3609072,14546833,15848725,3350565
2020,3,1000455,통일로39길,14,서대문구,3976627,16158895,18494455,6624907
2020,3,1000454,통일로37길,14,서대문구,4779663,19766886,21092256,7022530
2020,3,1000453,통일로11길,14,서대문구,2574355,10277639,9639330,4008720
2020,3,1000452,충정로6길,14,서대문구,3094927,12515859,14203006,9982061
2020,3,1000451,충정로4길,14,서대문구,9610437,39626687,40098024,25109975
2020,3,1000450,증가로6길,14,서대문구,5727447,23187281,23826347,6962278
2020,3,1000449,증가로23나길,14,서대문구,9176796,37977718,37435642,9330779
2020,3,1000448,증가로20가길,14,서대문구,7417516,30533739,29062550,5873656
2020,3,1000447,증가로10길,14,서대문구,5562307,22739183,23524211,7213290
2020,3,1000446,응암로1길,14,서대문구,5949862,24629488,24378548,6330649
